Id,Prediction
446,4379742.5
447,3820090.2
448,3959493.0
449,4900497.0
450,4195620.5
451,4940222.5
452,3829377.0
453,3903166.0
454,3820691.5
455,4168905.5
456,3453442.2
457,3718127.8
458,3519973.8
459,3873504.0
460,4089464.8
461,3736672.5
462,3806275.0
463,2988782.2
464,3736740.2
465,3736950.5
466,3909778.5
467,3622546.8
468,3029757.5
469,3973273.0
470,5409405.5
471,4680637.5
472,4055067.8
473,4157986.2
474,3997045.5
475,4078559.2
476,4377537.5
477,4724038.0
478,3827752.2
479,5749157.0
480,4242733.5
481,5625111.5
482,3042056.5
483,4148294.5
484,4074939.5
485,4357586.5
486,3678937.2
487,4137208.2
488,4241811.0
489,4276430.0
490,4143755.2
491,3680948.2
492,4674949.5
493,5349117.5
494,4702171.0
495,4580647.0
496,4896783.0
497,4048105.0
498,4791261.0
499,4450911.5
500,4430579.5
501,4571186.0
502,4029224.5
503,5237987.5
504,3741219.0
505,3453182.0
506,4006922.8
507,4115239.0
508,3041624.2
509,4193412.2
510,3327210.8
511,3814043.8
512,3364957.5
513,4428019.5
514,4474259.0
515,2943326.5
516,3057182.8
517,3640194.8
518,3881854.2
519,3746378.0
520,3482487.0
521,5763078.0
522,4180291.8
523,4288457.5
524,3623534.8
525,3822105.5
526,3553544.2
527,4082108.0
528,6055300.5
529,4046491.5
530,3886873.8
531,3665028.0
532,4107440.2
533,4220610.5
534,4729141.0
535,5021246.5
536,4397656.0
537,3616195.5
538,4297435.5
539,4623394.0
540,3935914.0
541,2798715.8
542,3076354.0
543,3861432.2
544,3597387.2
545,4446287.5
546,3311683.0
547,3934139.0
548,3437787.8
549,4204749.0
550,4017399.2
551,3836226.8
552,3674943.2
553,4789808.0
554,4423415.0
555,4540339.0
556,4164474.8
557,4117680.8
558,4994234.5
559,4573811.5
560,3927166.5
561,5557642.0
562,3156668.8
563,4191345.2
564,3631315.0
565,4832165.5
566,4732254.0
567,4652795.0
568,3930973.5
569,3269273.0
570,3773015.0
571,4169891.5
572,5076221.5
573,4083548.8
574,4447373.0
575,3671202.2
576,5235705.5
577,3980236.2
578,3293478.5
579,3803804.0
580,4339600.0
581,4377199.5
582,4552587.5
583,4430326.0
584,3743392.5
585,5852488.0
586,4283095.0
587,3771644.2
588,5407002.0
589,4662709.5
590,3921777.2
591,4139604.0
592,4185385.8
593,3354368.2
594,4068008.8
595,4181045.2
596,4009900.8
597,3668591.2
598,3240890.8
599,4420404.0
600,4509416.0
601,4371909.5
602,4414434.5
603,3945098.5
604,3838239.5
605,3638341.5
606,3372854.8
607,4433149.0
608,3421643.0
609,3940886.8
610,4587598.5
611,3062017.8
612,5484079.0
613,4507648.5
614,4101420.0
615,3261730.2
616,3926855.8
617,5058085.5
618,5329147.5
619,3700345.2
620,3705377.2
621,6303630.0
622,4495825.0
623,3929268.2
624,3461738.5
625,4789050.0
626,3154174.0
627,4413260.0
628,3670061.0
629,3945877.2
630,4483118.0
631,5811431.0
632,4591410.5
633,3824942.2
634,3457683.5
635,4008180.2
636,4105928.5
637,4488097.0
638,3709294.8
639,5111148.5
640,3570692.8
641,4390293.5
642,3996988.2
643,3844119.0
644,4330381.0
645,3474734.0
646,4280506.0
647,4278359.5
648,4490910.0
649,3475078.5
650,4369108.5
651,3613044.8
652,3980528.5
653,3445018.0
654,3552988.5
655,4888244.5
656,4200200.5
657,3885280.0
658,4929972.0
659,3770266.8
660,4185864.8
661,4490619.0
662,4472297.0
663,4210836.5
664,4486852.0
665,3981025.8
666,4724754.5
667,3269382.2
668,3878594.2
669,4239546.5
670,5065500.5
671,4546756.0
672,3605438.0
673,4311113.0
674,3962061.5
675,3799170.8
676,4758438.5
677,3648525.8
678,4700817.0
679,3874383.5
680,3973333.8
681,4854364.0
682,3364367.0
683,4493887.5
684,3580527.0
685,5068443.0
686,3313439.5
687,4043945.5
688,4066499.8
689,2975024.0
690,3785683.8
691,3837482.0
692,3545058.2
693,3574215.5
694,3805226.2
695,2247836.5
696,4309082.5
697,3776280.0
698,4854215.5
699,3239880.2
700,4146941.5
701,5203772.0
702,4211334.5
703,4255080.5
704,3867517.0
705,6042776.5
706,4696784.0
707,5087426.5
708,3928185.5
709,4474016.0
710,3957937.5
711,4459936.5
712,4386506.0
713,3702551.5
714,4992820.5
715,5298321.5
716,4360263.5
717,4053617.8
718,4028852.0
719,3856272.8
720,3676889.0
721,4436257.5
722,4891830.5
723,3360842.8
724,5575739.5
725,4752357.0
726,3406428.2
727,3558641.5
728,4032607.5
729,4387978.5
730,3853434.8
731,3481092.2
732,4101510.0
733,4133966.5
734,4432633.5
735,3659192.0
736,3335130.5
737,4672199.5
738,3302499.0
739,3667342.5
740,3719762.8
741,3892549.2
742,4228547.0
743,3617575.2
744,3287911.2
745,5313071.0
746,3554517.0
747,4470165.0
748,4945728.5
749,4295645.0
750,4582084.5
751,4779983.5
752,3972958.5
753,3515129.8
754,4123209.5
755,3107103.8
756,4102703.2
757,4519326.5
758,3710504.8
759,4462991.5
760,4465482.0
761,4146467.0
762,3502420.8
763,3302092.8
764,4749865.0
765,3996915.8
766,5390546.5
767,3602454.5
768,5357321.5
769,4939422.0
770,3491891.8
771,4437658.0
772,4613418.0
773,4619894.5
774,4214480.5
775,4401524.5
776,3468933.0
777,4271995.0
778,4261675.5
779,4399745.0
780,2955314.2
781,3818942.8
782,3538110.8
783,3406896.2
784,5682773.0
785,4086065.2
786,3888382.8
787,4283385.0
788,4571927.5
789,4414788.0
790,3870981.8
791,3909890.5
792,3507327.8
793,4259741.5
794,3294794.8
795,4997455.5
796,3163950.2
797,4262403.0
798,3955398.0
799,4950051.0
800,3315930.5
801,4370517.0
802,3231835.0
803,4410096.0
804,3443786.2
805,3523564.2
806,4710003.0
807,4817482.5
808,4350502.5
809,3253116.0
810,3597377.0
811,3780712.2
812,4584987.0
813,4247689.0
814,2483410.8
815,4195604.5
816,3573837.2
817,3339589.5
818,4630260.0
819,3050362.2
820,4356298.0
821,3733068.0
822,3685324.8
823,3558848.5
824,4243684.5
825,5138498.5
826,4648076.5
827,3765703.2
828,4736100.5
829,4194680.0
830,4185142.2
831,5225913.0
832,4468698.5
833,3925496.5
834,4838224.5
835,3276364.5
836,2931292.5
837,4843441.0
838,4338458.0
839,3239447.8
840,4526538.5
841,2942684.0
842,3348698.0
843,3806068.2
844,5447881.5
845,5486213.5
846,4527466.5
847,3158312.8
848,4595458.0
849,3118812.5
850,4545117.5
851,4150114.5
852,6058680.0
853,3181602.8
854,4142799.0
855,3429473.8
856,4785959.0
857,3267013.5
858,2821565.0
859,4412738.0
860,4876064.0
861,4290298.0
862,3748190.0
863,5607666.0
864,4047251.8
865,4502806.5
866,4876283.0
867,3200305.8
868,4189387.0
869,3443086.8
870,3205513.8
871,3941578.5
872,3434170.2
873,3693551.2
874,4308897.5
875,3250818.0
876,3467795.2
877,4590478.0
878,3921238.5
879,4049240.0
880,3985892.2
881,3574457.5
882,4063386.8
883,4333062.0
884,3894825.5
885,5150371.0
886,4355496.5
887,4356867.5
888,3710692.2
889,3230325.2
890,3440037.5
891,4508130.0
892,3944470.2
893,3540780.8
894,4182772.0
895,3740444.8
896,4008058.0
897,4516004.5
898,3488110.8
899,4788817.0
900,3667769.2
901,5161331.0
902,3011824.2
903,4200100.0
904,3601286.8
905,4036767.0
906,3695499.5
907,4704503.5
908,4686404.0
909,3616147.2
910,3915928.2
911,3869782.2
912,4452962.5
913,3008637.5
914,4407031.0
915,3561208.0
916,3789436.8
917,5730769.5
918,4216675.5
919,3689478.0
920,4339488.5
921,3367146.8
922,7509642.5
923,3728400.0
924,4271734.0
925,6146248.5
926,4812936.5
927,4675930.5
928,4657665.5
929,4291800.0
930,5351281.0
931,3891042.5
932,4581508.0
933,4257040.5
934,3895791.5
935,3045969.8
936,2855451.0
937,4508732.0
938,3528534.2
939,5931666.0
940,4319146.0
941,3118188.0
942,2991973.2
943,4694531.5
944,3757172.8
945,3546779.5
946,4559670.0
947,3811945.8
948,3770119.5
949,4102155.5
950,6393348.5
951,5079844.0
952,3238508.5
953,4568140.0
954,4431551.5
955,5458381.5
956,4038846.2
957,3171357.5
958,4831253.0
959,3651592.5
960,4481762.5
961,5422566.0
962,4586041.0
963,3357187.8
964,6770209.5
965,3275624.0
966,3733822.8
967,5409431.0
968,3838100.5
969,3359932.8
970,3298555.0
971,4378402.0
972,2992341.5
973,3396320.8
974,3517145.0
975,4244215.0
976,3457904.5
977,4805254.5
978,4184619.2
979,5065061.0
980,4701893.0
981,2954793.0
982,3615323.2
983,3955564.0
984,6127643.0
985,3970314.8
986,3537250.5
987,5330265.5
988,5697544.5
989,4234196.5
990,4701597.5
991,2785011.8
992,5268643.5
993,5292413.0
994,3423177.0
995,3215872.2
996,4227942.5
997,5218865.5
998,2862673.8
999,4091969.2
1000,4021619.8
1001,4075950.0
1002,3843924.8
1003,4226958.5
1004,4034207.8
1005,4334136.5
1006,5353430.0
1007,4152640.5
1008,3534960.8
1009,3152898.8
1010,4015725.2
1011,4296374.5
1012,3431953.8
1013,3373668.5
1014,4316692.0
1015,4224593.0
1016,4024554.8
1017,4402973.0
1018,4800362.5
1019,4498647.5
1020,4604082.5
1021,4948578.0
1022,4688692.5
1023,3942608.5
1024,3854666.0
1025,4156269.8
1026,4550860.0
1027,3634433.2
1028,4806276.5
1029,4033953.8
1030,4382329.0
1031,3960161.5
1032,2997205.2
1033,3768713.8
1034,5256964.0
1035,3744313.5
1036,3924699.2
1037,3790821.2
1038,4662016.0
1039,5902565.0
1040,4039062.0
1041,3731630.0
1042,3077733.2
1043,2569681.8
1044,4803005.0
1045,4661309.0
1046,3250266.0
1047,4072057.0
1048,3959372.2
1049,4122883.2
1050,5583141.0
1051,3172089.5
1052,4406821.0
1053,4674918.5
1054,6315382.0
1055,3059084.2
1056,5039601.0
1057,4826390.0
1058,3485171.5
1059,3921964.2
1060,4465478.0
1061,3284379.2
1062,4728599.5
1063,3941661.0
1064,3843477.5
1065,4077719.2
1066,3787782.0
1067,5074397.0
1068,4343861.0
1069,2734919.0
1070,4014649.2
1071,4817937.5
1072,4642012.0
1073,4287754.0
1074,4262322.0
1075,4754569.0
1076,3736355.5
1077,3969538.8
1078,3570723.5
1079,4364282.0
1080,3704727.2
1081,3619556.0
1082,3058419.2
1083,4048541.2
1084,4054190.0
1085,3012967.5
1086,4544575.5
1087,3749480.5
1088,4549003.0
1089,5064041.5
1090,4528408.0
1091,3725546.0
1092,3562369.8
1093,4583334.5
1094,4157375.8
1095,4384394.0
1096,3597459.2
1097,3711456.8
1098,3434714.0
1099,3728481.8
1100,5504377.5
1101,4572917.0
1102,4427306.0
1103,4384231.0
1104,4698056.5
1105,3669683.0
1106,3097246.2
1107,4436659.5
1108,4314642.0
1109,5093053.0
1110,4743857.5
1111,4124621.5
1112,3084135.8
1113,3793870.0
1114,4209536.0
1115,4483472.5
1116,3629404.0
1117,4982237.0
1118,4275488.0
1119,3535190.0
1120,3327490.0
1121,3142758.0
1122,4848830.0
1123,2697213.5
1124,3986607.0
1125,4497772.0
1126,4231512.0
1127,3646198.5
1128,4480903.5
1129,4981120.5
1130,4115231.0
1131,3989440.5
1132,5142582.0
1133,3684499.0
1134,4757286.0
1135,3247000.8
1136,4959757.0
1137,3615878.2
1138,5101774.0
1139,4258709.5
1140,5127122.5
1141,5779193.0
1142,4953970.5
1143,3293899.5
1144,4694249.5
1145,3465914.0
1146,3388707.8
1147,4277935.0
1148,4170547.8
1149,4087219.0
1150,3908246.5
1151,2961702.0
1152,3812552.8
1153,3794427.2
1154,4610466.5
1155,4192192.8
1156,2920533.0
1157,4461702.0
1158,3811447.8
1159,3911886.0
1160,3521350.5
1161,4482583.5
1162,4232247.0
1163,3366979.8
1164,3989178.0
1165,5822670.5
1166,4570044.0
1167,4465878.0
1168,4259696.5
1169,5314277.0
1170,4116063.2
1171,3518567.5
1172,2659401.2
1173,4086318.5
1174,4123209.5
1175,4334025.0
1176,3636159.8
1177,5350061.0
1178,4070473.0
1179,6283014.0
1180,7169572.0
1181,3380041.8
1182,4130467.0
1183,3153710.8
1184,3924381.0
1185,3366469.2
1186,3971053.2
1187,4433762.0
1188,3826095.2
1189,4498776.0
1190,4719458.5
1191,3755149.0
1192,3830925.8
1193,3841729.5
1194,4984665.5
1195,3988219.2
1196,4112492.5
1197,4571657.0
1198,4582779.5
1199,4134964.0
1200,6183546.5
1201,3963017.5
1202,3056092.5
1203,3173130.5
1204,3438276.2
1205,3353367.0
1206,3841198.2
1207,4175757.2
1208,4566811.5
1209,3898248.0
1210,3619273.0
1211,3402610.0
1212,5200096.0
1213,4480480.5
1214,4142554.0
1215,3914461.0
1216,4063894.5
1217,4428218.0
1218,3696959.0
1219,4787598.0
1220,3336018.0
1221,4771689.5
1222,4108137.5
1223,3658769.8
1224,3430837.8
1225,3406698.0
1226,3582651.8
1227,4802533.0
1228,4642685.0
1229,4368633.5
1230,4171526.2
1231,3800961.0
1232,4326604.0
1233,5275783.0
1234,4303858.5
1235,3875019.0
1236,3623006.2
1237,3615223.2
1238,3607381.2
1239,4453285.0
1240,3655536.8
1241,3778783.8
1242,6183529.0
1243,3494530.2
1244,4573205.0
1245,4069335.8
1246,3865496.2
1247,4852743.5
1248,3659125.8
1249,3318100.5
1250,4591367.0
1251,4257438.5
1252,3123456.0
1253,4260481.0
1254,3637321.5
1255,4426478.5
1256,2822262.0
1257,3967650.0
1258,4545312.5
1259,3710384.5
1260,4231766.5
1261,3911886.0
1262,5472647.5
1263,2910492.8
1264,4446190.0
1265,4031715.2
1266,4145028.0
1267,3990486.8
1268,4262895.0
1269,4560418.0
1270,4514868.0
1271,3962666.2
1272,4510616.0
1273,3112412.2
1274,3043310.0
1275,4624871.5
1276,3491159.2
1277,3586829.2
1278,5142141.0
1279,4123209.5
1280,4112657.2
1281,4573205.0
1282,3880940.0
1283,3078194.2
1284,3890786.5
1285,4127313.0
1286,3642136.0
1287,2976235.8
1288,3476799.0
1289,3414689.8
1290,3617430.5
1291,3372851.5
1292,7573112.0
1293,4980104.0
1294,4194152.2
1295,3583034.2
1296,6014696.5
1297,3474561.8
1298,3343050.2
1299,4859681.5
1300,3631619.8
1301,3655114.8
1302,4547914.0
1303,4654876.5
1304,3520242.5
1305,3941063.5
1306,3606339.0
1307,3390650.8
1308,6592195.0
1309,4724655.5
1310,3948708.2
1311,4281927.0
1312,3258024.5
1313,4794113.0
1314,4124271.5
1315,4107832.0
1316,4747822.5
1317,4431019.0
1318,4708395.0
1319,4585682.5
1320,4806748.5
1321,4643557.0
1322,4065022.5
1323,3693089.8
1324,4901544.0
1325,3436922.5
1326,3478560.2
1327,4400458.5
1328,4193588.2
1329,4054681.0
1330,3639597.8
1331,4326579.0
1332,4354051.0
1333,3447377.8
1334,3794137.8
1335,4424507.5
1336,3001181.0
1337,4962832.0
1338,3471368.8
1339,3007091.5
1340,3814105.8
1341,4459796.0
1342,3634897.5
1343,3652059.0
1344,6335663.0
1345,3795889.5
1346,3450272.0
1347,3545805.5
1348,3863900.5
1349,3843400.5
1350,3441438.8
1351,6540782.0
1352,4529380.0
1353,4657545.5
1354,3906834.0
1355,4025975.0
1356,4478618.0
1357,3544311.2
1358,3182355.2
1359,3798152.8
1360,3382621.5
1361,4257775.5
1362,3860950.0
1363,5628911.0
1364,4030077.8
1365,3907605.5
1366,3201032.2
1367,3905623.5
1368,3879952.0
1369,3535365.2
1370,3601410.2
1371,4384205.5
1372,4921633.5
1373,4726913.5
1374,4287075.5
1375,4526430.5
1376,4620396.5
1377,5216114.0
1378,3690892.8
1379,3247778.0
1380,4043166.5
1381,5898463.0
1382,3457261.5
1383,5287327.5
1384,3931071.0
1385,4251069.0
1386,4564843.0
1387,4619498.0
1388,4908378.0
1389,3703271.8
1390,4843307.5
1391,3882113.5
1392,4005387.0
1393,4601927.0
1394,3957447.0
1395,4095682.2
1396,4204031.5
1397,4853438.0
1398,4135764.5
1399,3237032.8
1400,4575081.0
1401,4231419.5
1402,4272370.0
1403,4352461.0
1404,3575712.2
1405,4481891.0
1406,3852200.0
1407,4600119.5
1408,3970606.5
1409,4636963.5
1410,3788284.2
1411,5650570.0
1412,3848271.2
1413,3650506.0
1414,3085180.0
1415,4570959.5
1416,5096031.0
1417,3451855.2
1418,3054487.0
1419,3775505.8
1420,4757404.0
1421,3141083.2
1422,3376443.0
1423,5166985.0
1424,4954741.0
1425,5011095.0
1426,3703194.0
1427,3966867.0
1428,4308947.0
1429,3929924.0
1430,4829461.0
1431,4639945.0
1432,4979292.0
1433,5421976.5
1434,3917119.8
1435,5105765.0
1436,4205078.0
1437,4073824.5
1438,4313186.0
1439,4192080.8
1440,4568079.0
1441,4515772.0
1442,3961853.8
1443,4501570.0
1444,3945813.2
1445,4035712.2
1446,4420589.5
1447,3506729.0
1448,3481009.2
1449,3477167.2
1450,4392764.5
1451,5323214.5
1452,4169008.8
1453,3697403.2
1454,4201574.5
1455,4170722.8
1456,5893413.5
1457,3795741.0
1458,4209784.5
1459,3820053.8
1460,3084332.8
1461,4803046.0
1462,3320167.5
1463,3748522.5
1464,4345597.0
1465,3408270.8
1466,4419636.5
1467,4410886.5
1468,4065910.5
1469,4992115.5
1470,4027488.0
1471,3702071.2
1472,5245466.0
1473,3212466.8
1474,5956585.5
1475,3775703.8
1476,4565474.5
1477,4057988.5
1478,3794691.5
1479,4392312.0
1480,4238216.5
1481,3570369.2
1482,3570900.5
1483,4332173.5
1484,5122372.0
1485,3838602.0
1486,4335550.5
1487,5037900.0
1488,4363932.5
1489,5665868.0
1490,3495056.8
1491,4273902.0
1492,3474657.8
1493,4459069.0
1494,4049201.5
1495,3934341.5
1496,4674655.5
1497,3728293.5
1498,2829635.8
1499,4225060.5
1500,4196348.5
1501,4718837.5
1502,5013624.0
1503,3482706.0
1504,3565252.0
1505,4353785.5
1506,4417201.0
1507,4264245.0
1508,3512187.8
1509,4929041.0
1510,4161890.0
1511,4603393.0
1512,3987272.2
1513,4401743.0
1514,4540066.0
1515,4237279.0
1516,4133702.2
1517,4795585.5
1518,4752057.5
1519,6205126.0
1520,4162033.0
1521,3811996.5
1522,6130846.0
1523,4891513.5
1524,3567588.5
1525,3949653.5
1526,4659056.0
1527,3849365.0
1528,3928972.2
1529,4541668.5
1530,5879519.5
1531,4059873.5
1532,3376520.2
1533,4030423.8
1534,4307570.5
1535,4815939.0
1536,4689502.0
1537,4446639.5
1538,4067275.5
1539,3972746.5
1540,3421173.2
1541,3822677.8
1542,4636941.5
1543,3896910.0
1544,5091052.0
1545,2940030.2
1546,2849999.0
1547,3343126.8
1548,4209696.5
1549,4191948.8
1550,4264578.5
1551,4058499.5
1552,4062848.2
1553,3830023.5
1554,3830198.8
1555,3625543.2
1556,3160406.8
1557,4796468.0
1558,3230987.8
1559,4204031.5
1560,4899997.0
1561,4346782.5
1562,3059790.2
1563,3909741.2
1564,4785525.5
1565,5662502.5
1566,3716798.2
1567,3503927.5
1568,2652911.2
1569,3418378.2
1570,4524039.5
1571,5185447.0
1572,4271347.0
1573,4427567.5
1574,4386284.0
1575,3604104.0
1576,3842898.5
1577,3380641.5
1578,3790517.5
1579,4879590.5
1580,2931379.2
1581,4309526.5
1582,3763384.0
1583,5724116.5
1584,3905690.5
1585,3503393.0
1586,4356535.0
1587,4997641.5
1588,3844856.0
1589,3593200.8
1590,3609621.5
1591,4116451.8
1592,4175020.8
1593,4324442.5
1594,4194204.2
1595,5031442.0
1596,2780805.2
1597,3992085.5
1598,3722182.8
1599,3706179.5
1600,4584759.5
1601,4463311.0
1602,4736791.5
1603,3462227.2
1604,3739292.8
1605,4291632.5
1606,3742821.2
1607,3996382.2
1608,4285289.0
1609,4717366.0
1610,4232012.5
1611,3637262.5
1612,4761411.5
1613,4097659.0
1614,3568606.0
1615,3408449.5
1616,6474698.0
1617,4587340.0
1618,4074780.2
1619,3758878.8
1620,4238669.0
1621,4125754.5
1622,4399808.0
1623,4145767.2
1624,3984296.0
1625,4617177.0
1626,4610207.5
1627,5425675.0
1628,3939455.2
1629,4702548.0
1630,5226546.0
1631,6205002.0
1632,4520619.5
1633,6079731.0
1634,4810752.0
1635,5213418.5
1636,4341657.5
1637,3981610.5
1638,3580909.5
1639,5471635.5
1640,4411530.5
1641,2752851.5
1642,3787590.5
1643,4820943.5
1644,2873239.5
1645,4398490.5
1646,3872820.8
1647,3851777.8
1648,3327759.8
1649,3655094.0
1650,3839956.8
1651,3843169.8
1652,3235051.2
1653,4302463.0
1654,4262460.0
1655,3140780.5
1656,4049437.0
1657,4592080.5
1658,4199651.5
1659,4450160.5
1660,3823826.2
1661,3665968.2
1662,4106723.5
1663,4556766.0
